internship_title,company_name,location,start_date,duration,stipend,Skills,gender
UX/UI Design,RIGHTVIBE LLP,Pune,Immediately,1 Month,"₹ 8,000 /month","Figma, Sketch, Adobe XD, InVision, User research methods, Wireframing, Prototyping",ANY
Website Development,Terbesar Healthcare Private Limited,Patna,Immediately,1 Month,"₹ 2,000-15,000 /month","HTML, CSS, JavaScript, WordPress, React/Angular, Node.js, Git",ANY
WordPress Development,Social Education & Liberty Foundation,Work From Home,Immediately,1 Month,Unpaid,"WordPress, PHP, MySQL, HTML, CSS, JavaScript, Page builders (Elementor), Git",ANY
Customer Success Associate,PeopleHum,Mumbai,Immediately,1 Month,"₹ 22,000 /month","CRM, Zendesk/Intercom, Communication skills, Product knowledge",ANY
Recruitment (Non-IT),FyndBridge Consulting Services,Work From Home,Immediately,1 Month,"₹ 3,000-7,000 /month","ATS, LinkedIn, Job boards, Sourcing, Interviewing for various roles",ANY
Marketing,YoursthatSenior,Work From Home,Immediately,1 Month,"₹ 1,000 /month +  Incentives","Google Analytics, SEO/SEM, Social media, Email marketing, CRM",ANY
Blogging,Shubhi Arora,Work From Home,Immediately,1 Month,"₹ 2,000 /month","WordPress, SEO tools (Yoast), Grammarly, Canva, Google Analytics, Keyword research",ANY
Mobile App Development(Flutter Preferably Ios Experts),OAK Appian Training,Work From Home,Immediately,1 Month,"₹ 5,000 /month","Flutter, Dart, Xcode, Swift, Firebase, REST APIs, Git, Provider/Bloc",ANY
Digital Marketing,Kinjal Group,Mumbai,Immediately,1 Month,"₹ 10,000 /month","Google Analytics, Google Ads, Facebook Ads, SEO tools (SEMrush), Email marketing, WordPress",ANY
Graphic Design,Kashish Chandani,Work From Home,Immediately,1 Month,"₹ 10,000 /month","Adobe Photoshop, Illustrator, InDesign, Figma, Typography, Color theory",ANY
Business Development Executive,Caarz.in,Kolkata,Immediately,1 Month,"₹ 8,500 /month","CRM, LinkedIn Sales Navigator, Microsoft Office Suite, Sales prospecting tools, Communication skills",ANY
Graphic Design,Captain $ales,Gurgaon,Immediately,1 Month,"₹ 2,500 /month","Adobe Photoshop, Illustrator, InDesign, Figma, Typography, Color theory",Female
Business Development Representative,Engati,Mumbai,Immediately,1 Month,"₹ 22,000 /month","CRM, Sales engagement platform, LinkedIn Sales Navigator, Prospecting",ANY
.NET Development,Radionics Technology,Work From Home,Immediately,1 Month,"₹ 5,000-10,000 /month","C#, .NET Core/Framework, ASP.NET, SQL Server, Entity Framework, Azure/AWS",ANY
Social Media Marketing,OTFCoder,Ahmedabad,Immediately,1 Month,"₹ 5,000 /month","Facebook Ads Manager, Google Analytics, SEO Tools, Hootsuite/Buffer, Canva, Email Marketing Tools",ANY
Human Resources (HR),Implica Global Corporation,Work From Home,Immediately,1 Month,"₹ 1,000 /month","HRIS, ATS, Microsoft Office Suite, LinkedIn Recruiter, Payroll Software",ANY
Content Writing - Spanish,Lyrics Translated,Work From Home,Immediately,3 Months,"₹ 5,500 /month","Spanish language proficiency, SEO tools, WordPress, Grammarly, Translation tools",ANY
Client Acquisition,AideWiser SolTek,Work From Home,Immediately,3 Months,"₹ 2,000 /month","CRM, LinkedIn Sales Navigator, Cold emailing tools, Sales prospecting",ANY
Business Development (Sales),MindCrew Technologies Private Limited,Indore,Immediately,3 Months,"₹ 5,000-10,000 /month","CRM, LinkedIn, Sales prospecting, Cold outreach, Negotiation",ANY
Human Resources (HR) - Recruitment,AideWiser SolTek,Work From Home,Immediately,3 Months,"₹ 2,000 /month","ATS, LinkedIn Recruiter, Job boards, Sourcing, Interviewing",ANY
Market Research,BlissClub,Bangalore,Immediately,3 Months,"₹ 10,000 /month","Survey tools (Qualtrics), SPSS/R, Excel, Tableau, Qualitative/quantitative methods",ANY
Growth,SaffronStays,Work From Home,Immediately,3 Months,"₹ 15,000 /month","A/B testing tools, Analytics platforms (Mixpanel), SQL, SEO/SEM, User funnels",ANY
Content Writing & Publishing,Geeksscan,Work From Home,Immediately,3 Months,"₹ 3,000 /month","WordPress, SEO Tools, Grammarly, Plagiarism Checkers, Google Docs, Canva",ANY
Human Resources (HR),Gencosys Technologies Private Limited,Lucknow,Immediately,3 Months,"₹ 6,500 /month","HRIS, ATS, Microsoft Office Suite, LinkedIn Recruiter, Payroll Software",ANY
Web Development,Global Research Association,Work From Home,Immediately,3 Months,"₹ 1,000 /month +  Incentives","HTML, CSS, JavaScript, React/Angular/Vue, Node.js, SQL/NoSQL, Git",ANY
Product Marketing,FFFTECH Private Limited,Work From Home,Immediately,3 Months,"₹ 1,500 lump sum +  Incentives","Google Analytics, CRM, Marketing automation, Survey tools, Social media advertising",ANY
Digital Marketing,Xllerates,Work From Home,Immediately,3 Months,"₹ 3,000 /month","Google Analytics, Google Ads, Facebook Ads, SEO tools (SEMrush), Email marketing, WordPress",Female
Social Media Marketing,FitCru,Mumbai,Immediately,3 Months,"₹ 8,000 /month","Facebook Ads Manager, Google Analytics, SEO Tools, Hootsuite/Buffer, Canva, Email Marketing Tools",ANY
Website Content Management,TechyMonk Solutions,Work From Home,Immediately,3 Months,"₹ 3,000 /month +  Incentives","WordPress/CMS, Basic HTML, SEO, Google Analytics, Content updates",ANY
Digital Media,Kirabiz Technologies,Work From Home,Immediately,3 Months,"₹ 1,000 /month","Adobe Creative Suite, Social media platforms, SEO/SEM, Google Analytics, Content Management Systems",ANY
Content Writing,Ketto,Mumbai,Immediately,3 Months,"₹ 12,000 /month","WordPress, SEO tools, Grammarly, Plagiarism checker, Google Docs, Canva",ANY
Digital Marketing,Let's Set Destinations,Bangalore,Immediately,3 Months,"₹ 8,000 /month","Google Analytics, Google Ads, Facebook Ads, SEO tools (SEMrush), Email marketing, WordPress",ANY
Human Resources (HR),IMARC,Noida,Immediately,3 Months,"₹ 10,000 /month","HRIS, ATS, Microsoft Office Suite, LinkedIn Recruiter, Payroll Software",ANY
Script Writing,Confluencr,Work From Home,Immediately,3 Months,"₹ 10,000 /month","Final Draft/Celtx, Story structure, Dialogue, Character development",ANY
Nutrition Research And New Product Development,EKAEO FOODS PVT LTD,Work From Home,Immediately,3 Months,"₹ 1,000 /month","PubMed, Formulation software, Sensory analysis, FSSAI regulations",ANY
Social Media Marketing,Hey Buddy,Work From Home,Immediately,3 Months,"₹ 5,000 /month","Facebook Ads Manager, Google Analytics, SEO Tools, Hootsuite/Buffer, Canva, Email Marketing Tools",ANY
Business Development (Sales),Mo's F&B Group,Delhi,Immediately,3 Months,"₹ 14,000 /month","CRM, LinkedIn, Sales prospecting, Cold outreach, Negotiation",ANY
Digital Marketing,Aavedan Consultants,Jaipur,Immediately,3 Months,"₹ 5,000 /month","Google Analytics, Google Ads, Facebook Ads, SEO tools (SEMrush), Email marketing, WordPress",ANY
Web Development & Design,LAKDI-The Furniture Co.,Delhi,Immediately,3 Months,"₹ 8,000-12,000 /month","HTML/CSS/JS, WordPress, Figma/Sketch, PHP, MySQL",Female
Graphic Design,Silverhash Digital,Virar,Immediately,3 Months,"₹ 2,000 /month","Adobe Photoshop, Illustrator, InDesign, Figma, Typography, Color theory",Female
Web And Graphic Design,ProDigit,Work From Home,Immediately,3 Months,"₹ 12,000-15,000 /month","Figma, Adobe XD, Photoshop, Illustrator, HTML, CSS, JavaScript, WordPress",ANY
Reservations,Magnus Hotels & Aparments LLP,Pune,Immediately,3 Months,"₹ 10,000 /month","Reservation Systems (Amadeus, Sabre), CRM, Microsoft Office Suite, Communication tools",ANY
Social Media Marketing,Goyal Commercial Co.,Kolkata,Immediately,3 Months,"₹ 8,000-12,000 /month","Facebook Ads Manager, Google Analytics, SEO Tools, Hootsuite/Buffer, Canva, Email Marketing Tools",ANY
Digital Marketing,Style Yard Co,Work From Home,Immediately,3 Months,"₹ 1,000 /month +  Incentives","Google Analytics, Google Ads, Facebook Ads, SEO tools (SEMrush), Email marketing, WordPress",Female
Client Servicing,Buffalo Soldiers,Noida,Immediately,3 Months,"₹ 8,000 /month","CRM, MS Office, Project management tools, Communication, Presentation",ANY
2D/3D Animation,3mguru,Work From Home,Immediately,3 Months,"₹ 1,000 /month","Adobe Animate/After Effects, Blender/Maya, Animation principles, Rigging",ANY
Motion Graphic,ProDigit,Work From Home,Immediately,3 Months,"₹ 12,000-15,000 /month","Adobe After Effects, Illustrator, Cinema 4D, Premiere Pro",ANY
Lead Development,Volopay,Work From Home,Immediately,3 Months,"₹ 10,000 /month","CRM, LinkedIn Sales Navigator, Email prospecting, Sales qualification",ANY
Chartered Accountancy (CA) Articleship,S K SURANA & CO LLP,Delhi,Immediately,3 Months,"₹ 6,000-10,000 /month","Tally ERP 9, Advanced Excel, Tax filing software, Auditing tools, Companies Act, Income Tax Act",ANY
Graphic Design,Sukham (INV Healthcare),Gurgaon,Immediately,3 Months,"₹ 7,000-10,000 /month","Adobe Photoshop, Illustrator, InDesign, Figma, Typography, Color theory",ANY
Psychology,Auxilium Skills Academy,Mumbai,Immediately,3 Months,Unpaid,"SPSS/R, Survey tools, NVivo (qualitative), Research databases (PsycINFO), Microsoft Office",Female
Equity Analyst,Desvelado Advisory,Delhi,Immediately,3 Months,"₹ 10,000 /month","Excel (financial modeling), Bloomberg, Valuation, Report writing, Financial analysis",Female
Digital Marketing,Ayushya,Navi Mumbai,Immediately,3 Months,"₹ 5,000 /month","Google Analytics, Google Ads, Facebook Ads, SEO tools (SEMrush), Email marketing, WordPress",ANY
Search Engine Optimization (SEO),MyfirstAd,Delhi,Immediately,3 Months,"₹ 2,000 /month","SEMrush/Ahrefs, Google Analytics, Search Console, Screaming Frog, Technical/On-page/Off-page SEO",ANY
Campus Ambassador,SK Associates & Group,Work From Home,Immediately,3 Months,Performance Based,"Social media, Public speaking, Networking, Event promotion",ANY
Content Writing,Rising Star Tours & Travels,Delhi,Immediately,3 Months,"₹ 5,000-7,500 /month","WordPress, SEO tools, Grammarly, Plagiarism checker, Google Docs, Canva",ANY
Content And E-Commerce Management,KM OPTICALS,Surat,Immediately,3 Months,"₹ 6,000 /month","E-commerce Platforms (Shopify, Magento, WooCommerce), CMS (WordPress), Google Analytics, SEO Tools, Product Information Management (PIM) systems, Microsoft Excel",ANY
Talent Scouting,Belinni Management Private Limited,Mumbai,Immediately,3 Months,"₹ 10,000 /month +  Incentives","Applicant Tracking Systems (ATS), LinkedIn Recruiter, Social Media Platforms, Boolean Search, HR Databases",ANY
Founder's Office | SaaS Product | Product Management,Punt Partners,Bangalore,Immediately,3 Months,"₹ 15,000 /month","Jira, Figma, Mixpanel, SQL, Roadmapping, SaaS metrics knowledge",ANY
Search Engine Optimization (SEO),Techiegigs,Navi Mumbai,Immediately,3 Months,"₹ 5,000 /month","SEMrush/Ahrefs, Google Analytics, Search Console, Screaming Frog, Technical/On-page/Off-page SEO",Female
Social Media Marketing,Organic Signals Media Services,Mumbai,Immediately,3 Months,"₹ 7,000-10,000 /month","Facebook Ads Manager, Google Analytics, SEO Tools, Hootsuite/Buffer, Canva, Email Marketing Tools",ANY
Business Development Executive,Zingmind Technologies,Indore,Immediately,3 Months,"₹ 5,000 /month","CRM, LinkedIn Sales Navigator, Microsoft Office Suite, Sales prospecting tools, Communication skills",ANY
AWS Node.js Lambda Development,VetsKart,Work From Home,Immediately,3 Months,"₹ 1,000 /month","Node.js, AWS Lambda, Serverless Framework, API Gateway, IAM, DynamoDB, S3",ANY
Journalism & Mass Communication,EG Allied Private Limited,Work From Home,Immediately,3 Months,"₹ 2,000 /month","AP Stylebook, Adobe Creative Suite (Premiere, Audition), WordPress, Social media, Research and interviewing skills",ANY
Sales And Marketing,Radhe Krishna Real Infra Private Limited,Noida,Immediately,3 Months,"₹ 10,000 /month","CRM, Google Analytics, SEO/SEM, Social media, Email marketing",ANY
Product Marketing And E-Commerce Operations,ATOM FOODS LLP,Mumbai,Immediately,3 Months,"₹ 7,500 /month","Google Analytics, Shopify, SEO/SEM, Email marketing, Product listing",ANY
Video Editing,AKJ Academy,Noida,Immediately,3 Months,"₹ 15,000-18,000 /month","Adobe Premiere Pro, Final Cut Pro, DaVinci Resolve, After Effects",ANY
Accounting,Lead Height,Kolkata,Immediately,3 Months,"₹ 2,000 /month","Tally, QuickBooks, Advanced Excel, SAP, GST/TDS knowledge",ANY
Accounting And Taxation,Lotz Liquidations,Delhi,Immediately,3 Months,"₹ 5,000-7,500 /month","Tally ERP 9, QuickBooks, Advanced Excel, Tax Filing Portals, GST Software, SAP",ANY
Law/Legal,Jiten Dhanak,Mumbai,Immediately,3 Months,"₹ 4,000 /month","Legal research (Westlaw, LexisNexis), Case management, MS Word, Legal drafting",ANY
Android App Development,Rabin's Photography,Kolkata,Immediately,3 Months,"₹ 5,000-12,000 /month","Java, Kotlin, Android Studio, XML, Android SDK, Firebase, Git, REST APIs",ANY
Telecalling,Fortune Industries,Work From Home,Immediately,3 Months,"₹ 5,000 /month +  Incentives","CRM, Dialing Software, Microsoft Excel, Google Sheets, Communication Scripts",ANY
Business And Project Management,DataSeed Tech Solutions LLP,Mumbai,Immediately,3 Months,"₹ 16,000 /month +  Incentives","Asana/Jira, MS Project, Excel, PowerPoint, Agile/Scrum",ANY
Employee Engagement,Eduvanz Financing Private Limited,Mumbai,Immediately,3 Months,"₹ 20,000 /month","Survey tools (SurveyMonkey), Communication platforms (Slack), Event planning, HRIS",ANY
Robotics Education,BotMakers Private Limited,Pune,Immediately,3 Months,"₹ 5,000 /month","LEGO Mindstorms, Arduino, Raspberry Pi, Python, C++, Scratch, Tinkercad, ROS",ANY
Graphic Design,This Side Up,Noida,Immediately,3 Months,"₹ 7,500-10,000 /month","Adobe Photoshop, Illustrator, InDesign, Figma, Typography, Color theory",ANY
Digital Marketing,VSAT Analytics Private Limited,Work From Home,Immediately,3 Months,"₹ 5,000 /month","Google Analytics, Google Ads, Facebook Ads, SEO tools (SEMrush), Email marketing, WordPress",ANY
Human Resources (HR),A2Z Supermarket,Work From Home,Immediately,3 Months,"₹ 1,000 /month +  Incentives","HRIS, ATS, Microsoft Office Suite, LinkedIn Recruiter, Payroll Software",ANY
Android App Development,Muktamil Repair And Service Pvt Ltd,Patna,Immediately,3 Months,"₹ 2,000-15,000 /month","Java, Kotlin, Android Studio, XML, Android SDK, Firebase, Git, REST APIs",ANY
Facebook Ads,Growthify Media,Work From Home,Immediately,3 Months,"₹ 5,000 /month","Facebook Ads Manager, Business Suite, Pixel, A/B testing, Canva",Female
Graphic Design,Special You,Faridabad,Immediately,3 Months,"₹ 10,000 /month","Adobe Photoshop, Illustrator, InDesign, Figma, Typography, Color theory",ANY
Graphic Design,PocketGuru,Work From Home,Immediately,3 Months,"₹ 3,000-5,000 /month","Adobe Photoshop, Illustrator, InDesign, Figma, Typography, Color theory",ANY
Photography,Arpit Raj Photography,Delhi,Not specified,3 Months,"₹ 1,000 /week","DSLR/Mirrorless camera, Adobe Lightroom, Photoshop, Lighting equipment, Composition",ANY
Human Resources (HR),Rapidue Technologies (Recykal),Hyderabad,Immediately,3 Months,"₹ 15,000 /month","HRIS, ATS, Microsoft Office Suite, LinkedIn Recruiter, Payroll Software",Female
Architecture,FivD,Gurgaon,Immediately,3 Months,"₹ 15,000 /month","AutoCAD, Revit, SketchUp, V-Ray, Lumion, Adobe Creative Suite (Photoshop, InDesign, Illustrator), Rhino",ANY
Graphic Design,Zoom Into Web,Work From Home,Immediately,3 Months,"₹ 3,000 /month","Adobe Photoshop, Illustrator, InDesign, Figma, Typography, Color theory",ANY
Photography,Wear It Like This,Hyderabad,Immediately,3 Months,"₹ 10,000-12,000 /month","DSLR/Mirrorless camera, Adobe Lightroom, Photoshop, Lighting equipment, Composition",ANY
Accounts,Suiyas Industries Private Limited,Bangalore,Immediately,3 Months,"₹ 12,000-15,000 /month","Tally, QuickBooks, Excel, Bookkeeping, GST",ANY
Computer Operations Cum Office Administration,UNICORN ENGINEERS,Delhi,Immediately,3 Months,"₹ 8,000-10,000 /month","MS Office Suite, Typing skills, File management, Basic troubleshooting, Admin tasks",ANY
Graphic Design,Contique Global Process Private Limited,Bangalore,Immediately,3 Months,"₹ 8,000-10,000 /month","Adobe Photoshop, Illustrator, InDesign, Figma, Typography, Color theory",Female
Digital Marketing,Campus Coders,Work From Home,Immediately,3 Months,"₹ 1,000 /month +  Incentives","Google Analytics, Google Ads, Facebook Ads, SEO tools (SEMrush), Email marketing, WordPress",ANY
Field Sales,Manikantan S,Ahmedabad,Immediately,3 Months,"₹ 2,000 /month +  Incentives","CRM (mobile version), Route planning apps, Presentation software (on tablet), Negotiation skills",ANY
Content Writing,ShaharYaar Private Limited,Work From Home,Immediately,6 Months,"₹ 5,000 /month","WordPress, SEO tools, Grammarly, Plagiarism checker, Google Docs, Canva",ANY
Web Development,Ranogic IT Solutions,Ahmedabad,Immediately,6 Months,"₹ 2,000-4,000 /month","HTML, CSS, JavaScript, React/Angular/Vue, Node.js, SQL/NoSQL, Git",ANY
Influencer Marketing,CareerNinja,Mumbai,Immediately,6 Months,"₹ 5,000-7,000 /month","Influencer platforms, Instagram/YouTube, CRM, Contract negotiation, Campaign analysis",ANY
Customer Service,Let's Jump Trampoline & Adventure Private Limited,Surat,Immediately,6 Months,"₹ 7,000 /month","CRM, Helpdesk software (Zendesk, Freshdesk), Live chat tools, Telephony systems, Microsoft Office",Female
Digital Marketing,Delhi Digital Co.,Delhi,Immediately,6 Months,"₹ 10,000 /month","Google Analytics, Google Ads, Facebook Ads, SEO tools (SEMrush), Email marketing, WordPress",ANY
Social Media Marketing,Foxdart,Bangalore,Immediately,6 Months,"₹ 4,000-8,000 /month","Facebook Ads Manager, Google Analytics, SEO Tools, Hootsuite/Buffer, Canva, Email Marketing Tools",ANY
Influencer Marketing,Infilate Media Private Limited,Delhi,Immediately,6 Months,"₹ 3,000 /month","Influencer platforms, Instagram/YouTube, CRM, Contract negotiation, Campaign analysis",ANY
Graphic Design,HAB Learning Private Limited,Gurgaon,Immediately,6 Months,"₹ 5,000 /month","Adobe Photoshop, Illustrator, InDesign, Figma, Typography, Color theory",ANY
Graphic Design,Clothesphere,Work From Home,Immediately,6 Months,"₹ 3,000-5,000 /month","Adobe Photoshop, Illustrator, InDesign, Figma, Typography, Color theory",ANY
Marketing,Service O City,Pune,Immediately,6 Months,"₹ 10,000 /month","Google Analytics, SEO/SEM, Social media, Email marketing, CRM",ANY
Cloud/DevOps Engineering,KainSkep,Jaipur,Immediately,6 Months,"₹ 10,000 /month","AWS/Azure/GCP, Docker, Kubernetes, Terraform, Jenkins, Git, Linux, Python/Bash",ANY
Market Research,Research Allied,Pune,Immediately,6 Months,"₹ 6,000 /month","Survey tools (Qualtrics), SPSS/R, Excel, Tableau, Qualitative/quantitative methods",ANY
Tutoring,Linksmind Educorp Private Limited,Pune,Immediately,6 Months,"₹ 10,000 /month","Subject expertise, Online whiteboard, Video conferencing, Lesson planning",Female
Social Media Marketing,Madlyn By Kanika,Delhi,Immediately,6 Months,"₹ 15,000 /month","Facebook Ads Manager, Google Analytics, SEO Tools, Hootsuite/Buffer, Canva, Email Marketing Tools",ANY
Social Media Marketing,Digital Ipsum,Work From Home,Immediately,6 Months,"₹ 4,000 /month","Facebook Ads Manager, Google Analytics, SEO Tools, Hootsuite/Buffer, Canva, Email Marketing Tools",ANY
Social Work Operations,HappiMynd,Work From Home,Immediately,6 Months,"₹ 1,000-1,001 /month","Case management software, Grant management, MS Office, Volunteer coordination",ANY
Virtual Volunteering,HappiMynd,Work From Home,Immediately,6 Months,"₹ 1,000-2,000 lump sum","Communication tools (Zoom, Slack), G Suite/MS Office, Specific skills for the task",Female
Marketing,Prosperio Technologies,Mumbai,Immediately,6 Months,"₹ 2,000 /month","Google Analytics, SEO/SEM, Social media, Email marketing, CRM",ANY
TorchBearer Program Administration,HappiMynd,Work From Home,Immediately,6 Months,"₹ 2,000-3,000 /month","MS Office/G Suite, Project management tools, Communication platforms",ANY
Team Administration,HappiMynd,Work From Home,Immediately,6 Months,"₹ 2,000-3,000 /month","Microsoft Office Suite, G Suite, Project management tools, Communication tools (Slack, Teams), Scheduling software",ANY
Social & Digital Volunteering,HappiMynd,Work From Home,Immediately,6 Months,"₹ 1,000-2,000 lump sum","Social media, Canva, Content creation, Online fundraising platforms",Female
Marketing,HappiMynd,Work From Home,Immediately,6 Months,"₹ 1,000-2,000 /month","Google Analytics, SEO/SEM, Social media, Email marketing, CRM",ANY
Psychology (Growth),HappiMynd,Work From Home,Immediately,6 Months,"₹ 5,000-10,000 /month","A/B testing tools, Google Analytics, Survey tools, User psychology principles",Female
Graphic Design,Simit Bhagat Studios,Work From Home,Immediately,6 Months,"₹ 5,000 /month","Adobe Photoshop, Illustrator, InDesign, Figma, Typography, Color theory",ANY
HR/Talent Acquisition,DR & PS TECH INDUSTRIES INDIA PRIVATE LIMITED,Pune,Immediately,6 Months,"₹ 5,000-12,000 /month","ATS (Applicant Tracking Systems), LinkedIn Recruiter, Job Boards (Naukri, Indeed), Microsoft Office Suite, Boolean Search Strings",ANY
Subject Matter Expert (SME),Loyalty Square,Gurgaon,Immediately,6 Months,"₹ 8,000-16,000 /month","Subject expertise, Online teaching tools, Content creation, Communication",ANY
Office Mangement,SSVMD,Delhi,Immediately,6 Months,"₹ 13,000-16,000 /month","MS Office Suite, G Suite, Basic accounting, Vendor management, Admin tasks",Female
Java Development,Epicminds Information Technology,Bangalore,Immediately,6 Months,"₹ 10,000 /month","Java, Spring Boot, Hibernate, SQL/NoSQL, Maven/Gradle, Git, Microservices",ANY
Digital Marketing & Business Development,Two Cents Consulting,Work From Home,Immediately,6 Months,"₹ 10,000 /month","CRM, Google Analytics, SEO/SEM, LinkedIn Sales Navigator, Sales funnels",ANY
Human Resources (HR),Conserve Solution,Chennai,Immediately,6 Months,"₹ 3,000 /month","HRIS, ATS, Microsoft Office Suite, LinkedIn Recruiter, Payroll Software",ANY
Fashion Consultant,Rent An Attire,Pune,Immediately,6 Months,"₹ 10,000 /month","Trend analysis, Styling, Mood boards, Brand knowledge, Client communication",ANY
Business Strategy,Ayka Control Systems,Mumbai,Immediately,6 Months,"₹ 2,000 /month +  Incentives","Excel (modeling), PowerPoint, Market research tools (Statista), Competitive analysis frameworks",ANY
Photography,Shreedhar Lifestyle  OPC Private Limited,Work From Home,Immediately,6 Months,"₹ 1,000-5,000 /month","DSLR/Mirrorless camera, Adobe Lightroom, Photoshop, Lighting equipment, Composition",ANY
Digital Marketing,SEO Training Course,Work From Home,Immediately,6 Months,"₹ 3,000-5,000 /month","Google Analytics, Google Ads, Facebook Ads, SEO tools (SEMrush), Email marketing, WordPress",ANY
Motion Graphics,Brands Jar,Pune,Immediately,6 Months,"₹ 10,000 /month","Adobe After Effects, Illustrator, Cinema 4D, Principles of animation",Female
Content Writing,Packin Club,Delhi,Immediately,6 Months,"₹ 5,000 /month","WordPress, SEO tools, Grammarly, Plagiarism checker, Google Docs, Canva",ANY
Human Resources (HR),Sprite Genix,Work From Home,Immediately,6 Months,"₹ 5,000 /month","HRIS, ATS, Microsoft Office Suite, LinkedIn Recruiter, Payroll Software",ANY
SEO And Social Media Marketing,Travarsa Private Limited,Kolkata,Immediately,1 Month,"₹ 8,000-13,000 /month","Google Analytics, SEMrush, Hootsuite/Buffer, Facebook Ads Manager, WordPress, Canva",Female
WordPress Development,WebWorthies,Work From Home,Immediately,1 Month,"₹ 5,000 lump sum +  Incentives","WordPress, PHP, MySQL, HTML, CSS, JavaScript, Page builders (Elementor), Git",ANY
Human Resources (HR),PRO HOME TUTORS,Work From Home,Immediately,1 Month,"₹ 3,000 /month","HRIS, ATS, Microsoft Office Suite, LinkedIn Recruiter, Payroll Software",ANY
Human Resources (HR),0to1 Solutions,Work From Home,Immediately,1 Month,"₹ 1,000 /month +  Incentives","HRIS, ATS, Microsoft Office Suite, LinkedIn Recruiter, Payroll Software",ANY
Full Stack Development,Skillsweb,Erode,Immediately,1 Month,"₹ 4,000-6,000 /month","JavaScript, React/Angular, Node.js/Python, SQL/NoSQL, HTML/CSS, Git",ANY
Engineering Design,Conserve Solution,Tiruchipalli,Immediately,1 Month,"₹ 7,500-8,000 /month","SolidWorks/AutoCAD, ANSYS, MATLAB, GD&T, FEA",ANY
Human Resources (HR),Karvaan,Delhi,Immediately,1 Month,"₹ 10,000 /month","HRIS, ATS, Microsoft Office Suite, LinkedIn Recruiter, Payroll Software",Female
Delegate Registration And Coordination,Brand Torque,Work From Home,Immediately,1 Month,"₹ 4,000 /month","Event management software, Ticketing platforms, MS Excel, Communication tools",ANY
Content Writing,Ayushi,Work From Home,Immediately,1 Month,"₹ 1,000 /month +  Incentives","WordPress, SEO tools, Grammarly, Plagiarism checker, Google Docs, Canva",ANY
Graphic Design & Video Editing,Confluence India,Work From Home,Immediately,1 Month,"₹ 1,200 /month","Adobe Creative Suite (Photoshop, Illustrator, Premiere Pro, After Effects), Canva, Figma",ANY
Digital Marketing,Raman Velusamy,Work From Home,Immediately,1 Month,"₹ 1,000 /month +  Incentives","Google Analytics, Google Ads, Facebook Ads, SEO tools (SEMrush), Email marketing, WordPress",ANY
Business Development (Sales),Zinema Studios,Hyderabad,Immediately,1 Month,"₹ 8,000-12,000 /month","CRM, LinkedIn, Sales prospecting, Cold outreach, Negotiation",ANY
Digital Marketing,Trip Tailor,Work From Home,Immediately,1 Month,"₹ 6,000 /month +  Incentives","Google Analytics, Google Ads, Facebook Ads, SEO tools (SEMrush), Email marketing, WordPress",Female
Office Assistant,Enlight,Pune,Immediately,1 Month,"₹ 10,000 /month","MS Office Suite, G Suite, Filing, Scheduling, Communication",ANY
Digital Marketing,Taggbox,Jaipur,Immediately,3 Months,"₹ 10,000 /month","Google Analytics, Google Ads, Facebook Ads, SEO tools (SEMrush), Email marketing, WordPress",ANY
Business Development (Sales),UFaber Edutech,Work From Home,Immediately,1 Month,"₹ 15,000 /month","CRM, LinkedIn, Sales prospecting, Cold outreach, Negotiation",Female
Business Development (Sales),SKOG,Delhi,Immediately,1 Month,"₹ 15,000 /month","CRM, LinkedIn, Sales prospecting, Cold outreach, Negotiation",ANY
Food Technology & Operations,Padma Food Products,Bangalore,Immediately,1 Month,"₹ 8,000-15,000 /month","HACCP, ISO 22000, Lab equipment, Formulation software, Supply chain",ANY
Social Media Marketing,DigiPrima Technologies,Work From Home,Immediately,1 Month,"₹ 4,000-6,000 /month","Facebook Ads Manager, Google Analytics, SEO Tools, Hootsuite/Buffer, Canva, Email Marketing Tools",ANY
E-Commerce Sales,Radhe Kishan,Work From Home,Immediately,1 Month,"₹ 1,000 /month +  Incentives","Shopify/Amazon, CRM, Digital marketing, Sales funnels, Analytics",ANY
Social Media Marketing,Global Knowledge Works,Work From Home,Immediately,1 Month,"₹ 1,000 /month","Facebook Ads Manager, Google Analytics, SEO Tools, Hootsuite/Buffer, Canva, Email Marketing Tools",ANY
Market Research,BYCSS (Ayurvedic FMCG Product),Lucknow,Immediately,1 Month,"₹ 4,000 /month +  Incentives","Survey tools (Qualtrics), SPSS/R, Excel, Tableau, Qualitative/quantitative methods",ANY
Compliance / CS,Green Portfolio Private Limited,Gurgaon,Immediately,1 Month,"₹ 10,000 /month","MCA portal, Companies Act, SEBI regulations, MS Office, Secretarial audit tools",ANY
Motion Graphics Design And Video Editing,Digi Daftar,Pune,Immediately,1 Month,"₹ 2,000-5,000 /month","Adobe After Effects, Premiere Pro, Illustrator, Cinema 4D, Animation",ANY
Digital Marketing,Art Etc,Delhi,Immediately,1 Month,"₹ 5,000-10,000 /month","Google Analytics, Google Ads, Facebook Ads, SEO tools (SEMrush), Email marketing, WordPress",ANY
Video Making/Editing,Yenveez Private Limited,Bangalore,Immediately,1 Month,"₹ 10,000-12,000 /month","Adobe Premiere Pro/Final Cut Pro, CapCut, After Effects basics",ANY
